rank,city,avg,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,latitude,longitude
2853,"Zilina, Slovakia",25,30,45,35,22,18,18,19,18,19,18,18,42,49.2234674,18.7393139
2854,"Burriana, Spain",25,21,26,27,30,27,29,24,27,22,24,22,18,39.8876912,-0.0846321
2855,"Cuevas Del Almanzora, Spain",25,17,22,24,29,27,30,33,30,34,23,18,15,37.2961366,-1.8807223
2856,"Lugo, Spain",25,22,34,29,28,29,25,22,22,22,24,22,19,43.0396042,-7.456607166509571
2857,"Ourense, Spain",25,23,32,25,23,25,21,21,28,18,23,31,25,42.1939629,-7.53712401397051
2858,"Torrelavega, Spain",25,23,31,27,28,29,25,20,23,25,26,22,24,43.3487303,-4.0515082
2859,"Villena, Spain",25,20,25,25,29,27,29,29,27,25,24,22,22,38.6360967,-0.8659745
2860,"Molndal, Sweden",25,20,26,25,29,33,31,26,24,28,20,19,21,57.6564918,12.0153085
2861,"Binningen, Switzerland",25,18,22,26,25,27,38,26,28,27,22,19,17,47.53656,7.570077
2862,"Payerne, Switzerland",25,19,22,27,26,27,37,28,28,25,21,19,17,46.8208047,6.939126
2863,"Thonex, Switzerland",25,19,29,32,26,29,37,28,27,24,17,16,19,46.1884304,6.1983858
2864,"Kalasin, Thailand",25,42,55,59,31,26,10,7,10,-,21,20,17,16.434034,103.5059403
2865,"Krabi, Thailand",25,46,30,41,49,15,23,10,10,-,18,22,30,8.1111653,99.1097298
2866,"Phetchabun, Thailand",25,30,52,60,52,30,9,7,14,-,12,14,23,16.3293171,100.9552749
2867,"Lome, Togo",25,0,65,20,24,21,24,37,21,17,12,11,44,6.130419,1.215829
2868,"Alanya, Turkey",25,12,10,44,37,20,21,24,46,18,20,36,16,36.8865728,30.7030242
2869,"Chernivtsi, Ukraine",25,38,40,33,23,16,12,15,15,18,22,31,40,48.3810791,26.1081673
2870,"Brixworth, United Kingdom",25,30,30,25,29,26,30,22,22,26,19,23,20,52.32440565,-0.8894063104311261
2871,"Hilsea, United Kingdom",25,25,28,26,31,27,33,22,18,26,22,21,24,50.8283898,-1.058643
2872,"Hwlffordd, United Kingdom",25,25,25,29,30,27,29,22,20,24,21,23,25,51.8021275,-4.9684249
2873,"Ilford, United Kingdom",25,21,24,22,27,17,49,23,23,29,19,19,21,51.5582734,0.0711669
2874,"Lambeth, United Kingdom",25,25,31,22,28,26,27,23,22,33,21,21,22,51.4952111,-0.1163354
2875,"Plymouth, United Kingdom",25,25,23,30,29,29,30,22,20,28,22,22,25,50.3714122,-4.1424451
2876,"Royal Leamington Spa, United Kingdom",25,24,25,26,32,28,34,23,23,26,21,22,20,52.2913394,-1.536404
2877,"Saltash, United Kingdom",25,23,22,30,28,28,30,21,20,27,21,22,24,50.4086702,-4.2112226
2878,"Wigan, United Kingdom",25,25,27,25,28,26,31,20,21,24,20,24,23,53.5457188,-2.6264624
2879,"York, United Kingdom",25,24,28,25,31,25,28,20,20,26,21,24,22,53.96565785,-1.0743052444639218
2880,"Aldine, United States",25,22,22,26,24,30,27,25,27,28,24,23,25,29.899876900000002,-95.33736829765041
2881,"Alsip, United States",25,14,15,26,30,33,45,37,29,22,21,14,14,41.6689223,-87.7386619
2882,"Braidwood, United States",25,13,15,29,31,32,56,32,26,23,21,12,8,41.2650318,-88.2122823
2883,"Brighton Township, United States",25,18,23,25,30,27,47,32,23,20,18,19,18,40.70344905,-80.36254750981993
2884,"Brockton, United States",25,21,26,28,34,30,30,30,23,22,19,21,20,42.0834335,-71.0183787
2885,"Bronx, United States",25,15,21,24,28,27,47,35,26,23,17,18,16,40.8466508,-73.8785937
2886,"Cockeysville, United States",25,9,18,27,33,30,49,32,28,23,19,16,12,39.4845658,-76.6502845
2887,"Columbus, United States",25,13,19,36,28,28,31,28,27,29,27,20,11,39.9622601,-83.0007065
2888,"De Witt, United States",25,17,22,25,29,26,55,29,21,18,17,20,18,41.8236361,-90.5382696
2889,"Denton, United States",25,21,23,27,28,34,33,33,28,15,16,20,18,33.1838787,-97.1413417
2890,"East St Louis, United States",25,15,16,26,30,32,42,29,27,28,24,18,11,38.6268666,-90.159707
2891,"Edgewood, United States",25,12,22,27,32,29,50,31,27,22,18,13,11,42.6444914,-91.4011118
2892,"Fillmore, United States",25,22,26,25,26,24,24,29,26,25,25,23,21,43.6466588,-92.0636359
2893,"Findlay, United States",25,9,16,28,31,29,62,24,24,18,18,21,17,41.0413873,-83.6503982
2894,"Floresville, United States",25,22,23,29,28,30,28,23,26,30,24,21,21,29.1335781,-98.1561192
2895,"Greensboro, United States",25,14,15,31,31,30,37,33,29,24,23,17,17,36.0726355,-79.7919754
2896,"Hernando, United States",25,11,15,29,28,33,37,26,27,31,31,17,10,28.5710156,-82.4605068
2897,"Johnstown, United States",25,15,24,28,31,29,46,29,24,18,17,21,21,40.3267407,-78.9219698
2898,"Kittanning, United States",25,11,20,27,31,29,54,30,26,19,19,20,17,40.8164531,-79.5219893
2899,"Manhattan, United States",25,17,21,24,28,27,38,36,27,24,18,18,18,40.7896239,-73.9598939
2900,"Manteca, United States",25,12,23,8,20,20,23,30,30,33,38,31,27,37.81623435,-121.22178815385232
2901,"Marana, United States",25,20,22,23,28,30,28,26,28,22,25,23,21,32.4483736,-111.211475
2902,"Marshall, United States",25,12,16,30,27,38,40,35,31,38,18,8,9,41.0324537,-89.2998456
2903,"Meridian, United States",25,19,22,28,28,30,30,33,31,25,20,18,14,32.3643098,-88.703656
2904,"Millville, United States",25,17,23,27,31,26,45,30,27,23,19,19,18,42.6999921,-91.0742964
2905,"Milwaukee, United States",25,16,12,16,30,31,63,34,28,25,16,12,12,43.0386475,-87.9090751
2906,"Mount Ivy, United States",25,17,20,25,30,29,45,32,24,21,16,19,18,41.1869167,-74.0349144
2907,"Nevada, United States",25,12,13,29,34,33,38,33,31,33,24,12,6,39.5158825,-116.853722
2908,"New London, United States",25,11,21,29,33,30,51,33,28,25,20,9,10,41.3556187,-72.0997804
2909,"North Elba, United States",25,20,24,26,30,28,37,32,22,20,21,22,16,44.243477,-73.954468
2910,"Portsmouth, United States",25,22,25,30,31,30,27,29,23,23,19,20,21,36.8320081,-76.297699
2911,"Rancho Calaveras, United States",25,19,22,22,23,24,27,31,31,27,28,22,20,38.124368,-120.85681332776349
2912,"Rochester, United States",25,17,10,30,32,34,47,33,29,26,19,9,11,43.157285,-77.615214
2913,"Rutland, United States",25,19,28,30,30,28,26,28,21,23,22,24,24,43.6084792,-72.9724768
2914,"San Pablo, United States",25,23,24,25,28,28,24,19,24,30,23,24,23,37.9621457,-122.3455263
2915,"Santa Barbara, United States",25,25,25,24,28,24,23,24,24,28,27,25,23,34.4221319,-119.702667
2916,"Seekonk, United States",25,19,25,29,30,29,29,31,25,24,22,22,20,41.808434,-71.3369973
2917,"Seville, United States",25,8,11,30,34,33,58,34,27,21,20,13,12,36.487378050000004,-119.21912551743318
2918,"Sharonville, United States",25,12,10,28,31,32,47,34,31,26,21,12,11,39.2681145,-84.4132779
2919,"South Laurel, United States",25,15,22,26,30,26,47,29,27,22,21,18,15,39.0630678,-76.85216091040833
2920,"St Michael, United States",25,16,11,32,30,37,49,32,29,28,17,8,13,45.210202,-93.6648083
2921,"Steubenville, United States",25,16,15,27,28,29,51,31,30,23,23,16,15,40.3600714,-80.6151034
2922,"Ypsilanti, United States",25,15,12,28,31,32,62,33,26,22,18,12,11,42.241051,-83.6117646
2923,"Lexington, United States",24,9,20,30,31,30,41,32,28,27,22,11,7,38.0464066,-84.4970393
2924,"Lompoc, United States",24,24,25,26,29,23,22,20,23,27,24,23,22,34.6391501,-120.4579009
2925,"Londonderry, United States",24,19,26,29,30,28,23,27,21,19,17,23,20,42.8650869,-71.3739532
2926,"Loyalsock, United States",24,23,21,26,31,28,29,28,24,21,19,21,19,41.51334985,-76.86457141924333
2927,"Munhall, United States",24,11,22,25,27,27,53,30,24,21,17,20,16,40.3922914,-79.9000499
2928,"New Albany, United States",24,9,8,29,32,31,49,37,29,24,22,9,8,38.2856247,-85.8241312
2929,"North Little Rock, United States",24,13,22,23,24,24,33,27,29,35,23,19,17,34.769536,-92.2670941
2930,"Redding, United States",24,21,20,25,26,25,29,30,35,23,22,19,18,40.5863563,-122.391675
2931,"Rhinelander, United States",24,15,17,22,31,35,51,27,25,24,16,13,14,45.636623,-89.412075
2932,"River Rouge, United States",24,21,19,20,20,20,61,25,23,19,17,20,19,42.2729262,-83.1352891
2933,"Saratoga, United States",24,18,24,27,29,27,42,30,22,19,16,20,15,43.0833231,-73.8712155
2934,"St Cloud, United States",24,16,11,31,30,35,46,32,30,26,17,7,11,45.5616075,-94.1642004
2935,"Waxahachie, United States",24,18,19,24,24,31,25,26,29,29,22,19,19,32.3944908,-96.8439365
2936,"White Plains, United States",24,18,22,26,28,26,41,32,23,21,17,19,18,41.0339862,-73.7629097
2937,"Wilton, United States",24,22,25,27,27,27,26,28,24,23,18,18,17,41.1953739,-73.4378988
2938,"Woodland, United States",24,22,26,25,23,21,22,25,28,27,25,26,23,38.6786109,-121.7733285
2939,"Richmond, Australia",24,17,20,18,15,16,23,19,19,34,53,27,25,-37.80745,144.99071761295892
2940,"Tatui, Brazil",24,14,18,21,18,23,28,26,34,34,23,25,25,-23.3489848,-47.8490165
2941,"Fort Saskatchewan, Canada",24,22,7,13,8,49,32,53,26,55,8,10,8,53.7128571,-113.214894
2942,"Huntsville, Canada",24,16,23,26,30,25,57,24,20,16,16,20,17,45.3263919,-79.218434
2943,"North Bay, Canada",24,18,21,23,26,24,57,26,27,20,16,18,17,46.3092115,-79.4607617
2944,"Oshawa, Canada",24,20,24,27,28,24,40,25,20,20,18,20,18,43.8975558,-78.8635324
2945,"Parry Sound, Canada",24,16,17,20,23,28,52,29,25,20,19,22,20,45.6675279,-80.1055284
2946,"Ximeicun, China",24,-,-,-,42,39,25,29,43,-,-,66,46,35.4040752,114.7420692
2947,"Zhangjiakou Shi Xuanhua Qu, China",24,91,79,106,-,-,-,-,-,-,-,5,9,40.65791715,114.94675784288827
2948,"Zhangzhou, China",24,-,-,-,45,48,29,24,34,-,-,66,47,24.2388257,117.4524304
2949,"Medellin, Colombia",24,23,31,29,22,22,18,19,21,23,27,22,25,6.2443382,-75.573553
2950,"Tabor, Czechia",24,26,33,28,29,32,31,28,27,25,-,13,17,49.4141533,14.6587234
2951,"Jogeva, Estonia",24,18,23,29,33,31,30,25,26,22,18,18,18,58.7634819,26.399928038398983
2952,"Aurillac, France",24,13,17,28,29,31,35,24,27,28,20,18,18,44.9285441,2.4433101
2953,"Avignon, France",24,23,37,27,18,19,23,21,20,21,20,26,28,43.9492493,4.8059012
2954,"Brive La Gaillarde, France",24,25,37,27,25,24,25,19,22,21,18,20,21,45.1584982,1.5332389
2955,"Cannes, France",24,26,35,31,31,30,34,33,-,-,23,24,23,43.5515198,7.0134418
2956,"Dieppe, France",24,23,31,24,29,28,27,18,20,23,20,21,22,49.9246182,1.0791444
2957,"Gap, France",24,28,29,26,19,19,23,24,24,21,20,22,29,44.5612032,6.0820639
2958,"Macon, France",24,15,12,25,29,31,36,26,27,25,20,20,21,46.3036683,4.8322266
2959,"Marcq En Baroeul, France",24,40,36,25,23,23,30,22,17,15,17,17,18,50.6767018,3.1043032
2960,"Marseille, France",24,25,34,26,18,20,25,26,22,25,25,24,23,43.2961743,5.3699525
2961,"Montigny Les Metz, France",24,18,26,25,22,24,31,24,26,24,22,21,20,49.0999832,6.153041
2962,"Montlucon, France",24,16,24,31,25,27,32,23,22,25,20,22,22,46.3400296,2.6073963
2963,"Nancy, France",24,21,30,26,23,25,37,26,18,23,20,18,18,48.6937223,6.1834097
2964,"Niort, France",24,24,27,29,25,27,31,21,21,25,24,20,18,46.3239233,-0.4646064
2965,"Paris, France",24,30,30,22,22,25,28,21,18,25,24,20,21,48.8534951,2.3483915
2966,"Saint Martin d'Heres, France",24,25,21,29,22,23,29,26,25,21,20,20,25,45.1836683,5.75448
2967,"Vandoeuvre Les Nancy, France",24,19,32,29,25,29,38,26,9,20,24,21,21,48.6599676,6.1724618
2968,"Bebra, Germany",24,22,28,26,29,28,32,25,23,22,18,17,20,50.9835038,9.8388054
2969,"Braunschweig, Germany",24,21,23,24,28,29,33,27,25,16,18,19,19,52.2646577,10.5236066
2970,"Darmstadt, Germany",24,20,27,24,25,27,36,26,23,24,20,18,21,49.872775,8.651177
2971,"Fellbach, Germany",24,18,25,23,24,25,36,26,26,25,19,18,19,48.8181556,9.278085
2972,"Filderstadt, Germany",24,18,26,26,24,26,34,26,25,24,21,18,19,48.6664,9.2199647
2973,"Goslar, Germany",24,20,21,25,29,27,33,28,26,15,20,20,19,51.9059936,10.4266284
2974,"Haselunne, Germany",24,21,23,25,32,29,34,25,23,15,18,18,20,52.6718718,7.4830538
2975,"Heidelberg, Germany",24,15,22,23,25,30,39,26,25,25,18,18,17,49.4093582,8.694724
2976,"Herrenberg, Germany",24,19,23,28,25,27,38,28,24,22,20,18,17,48.5963819,8.8702368
2977,"Hohen Neuendorf, Germany",24,19,26,24,28,29,30,23,21,24,20,19,25,52.6732755,13.2807255
2978,"Kempten, Germany",24,15,17,23,28,28,39,28,28,24,21,19,22,47.7267063,10.3168835
2979,"Koblenz, Germany",24,12,24,26,27,28,35,25,24,25,20,18,21,50.3533278,7.5943951
2980,"Lampertheim, Germany",24,17,26,24,24,28,38,26,24,24,18,17,18,49.6239449,8.4093474
2981,"Leipzig, Germany",24,20,24,23,28,29,32,27,25,27,20,17,18,51.3406321,12.3747329
2982,"Ludwigsburg, Germany",24,17,24,25,25,27,36,27,25,25,20,17,18,48.8953937,9.1895147
2983,"Mannheim, Germany",24,18,26,25,25,28,38,25,24,26,19,18,19,49.4892913,8.4673098
2984,"Michelstadt, Germany",24,22,24,26,25,26,34,27,23,22,19,18,21,49.68841,9.05647
2985,"Neu Zauche, Germany",24,17,21,25,27,30,33,27,23,22,17,18,22,51.9277481,14.0910539
2986,"Neuwied, Germany",24,14,26,26,27,27,34,25,24,25,21,20,22,50.4302393,7.466302
2987,"Niesky, Germany",24,20,21,24,27,30,31,29,26,27,20,18,19,51.2921267,14.8250955
2988,"Oldenburg, Germany",24,23,27,26,31,29,32,24,22,19,18,19,21,53.1389753,8.2146017
2989,"Pirmasens, Germany",24,9,21,26,28,30,36,25,23,26,22,19,19,49.1996961,7.6087847
2990,"Prum, Germany",24,5,16,25,28,32,38,28,26,30,21,20,17,50.2069481,6.4249003
2991,"Reutlingen, Germany",24,19,24,28,25,22,36,27,23,23,21,19,19,48.4919508,9.2114144
2992,"Soest, Germany",24,23,20,24,26,25,31,28,26,25,20,19,19,51.5725501,8.1061259
2993,"Staufen Im Breisgau, Germany",24,20,24,26,18,24,38,29,27,24,23,18,19,47.883211,7.7329262
2994,"Teltow, Germany",24,19,24,24,28,29,32,25,22,24,18,17,22,52.4016457,13.2644532
2995,"Trostberg An Der Alz, Germany",24,18,22,24,25,27,36,27,25,23,22,22,21,48.017613630154045,12.525455550593824
2996,"Tubingen, Germany",24,23,26,27,24,23,35,25,23,21,19,17,20,48.5203263,9.053596
2997,"Ulm, Germany",24,17,24,26,25,27,37,26,25,24,21,17,19,48.3984968,9.9912458
2998,"Wetzlar, Germany",24,21,28,25,26,26,33,26,24,23,19,18,22,50.5525346,8.5074406
2999,"Wiesbaden, Germany",24,21,27,24,25,28,37,26,24,25,18,18,20,50.0820384,8.2416556
3000,"Wiesloch, Germany",24,17,23,25,25,29,38,28,25,26,21,18,17,49.2942599,8.698707
3001,"Wildau, Germany",24,18,26,20,29,31,31,26,25,26,19,19,23,52.3214429,13.6348744
3002,"Worth Am Rhein, Germany",24,9,23,28,26,30,37,26,25,25,21,19,19,49.0543232,8.2667399
3003,"Zeven, Germany",24,21,24,25,32,29,32,25,26,17,19,19,20,53.2954396,9.2816165
3004,"Guatemala City, Guatemala",24,23,-,33,59,55,29,24,25,12,8,9,11,14.6416142,-90.5132836
3005,"Rasht, Iran",24,31,-,29,31,27,17,26,32,36,18,23,23,37.2793607,49.5846102
3006,"Araba, Israel",24,-,77,30,23,28,28,23,-,-,-,33,40,32.8486259,35.3358268
3007,"Ebetsu, Japan",24,20,23,31,33,30,26,24,18,20,20,22,20,43.1037358,141.535894
3008,"Fukushima, Japan",24,22,23,34,35,28,23,23,19,19,18,23,22,37.760777,140.4745807
3009,"Furukawa, Japan",24,21,25,29,35,33,27,24,15,18,19,20,19,38.5705529,140.9679338
3010,"Ina, Japan",24,22,24,30,35,32,26,25,16,18,20,21,20,35.830452,137.954916
3011,"Inazawa, Japan",24,18,21,27,31,30,28,25,18,21,22,23,20,35.240484,136.758964
3012,"Ino, Japan",24,21,21,27,33,30,28,23,17,18,23,21,20,33.5456773,133.4284048
3013,"Maebashi, Japan",24,18,20,27,29,26,28,33,27,26,20,21,18,36.3893418,139.0632826
3014,"Minamisuita, Japan",24,25,27,32,32,25,25,23,16,19,22,21,21,34.7513544,135.5061687
3015,"Minokamo, Japan",24,19,22,27,32,32,28,28,20,22,22,23,18,35.4406551,137.0155052
3016,"Murayama, Japan",24,22,26,31,33,31,26,24,20,19,20,21,20,38.4836471,140.3808616
3017,"Nakanojomachi, Japan",24,20,25,30,33,31,30,28,21,21,19,17,15,36.5856471,138.8398363
3018,"Nishi, Japan",24,24,25,26,32,29,27,18,16,21,24,25,20,35.453579,139.616871
3019,"Ono, Japan",24,19,23,30,35,34,28,25,19,20,21,23,14,34.861365,134.9547785
3020,"Sakai, Japan",24,17,22,28,34,31,29,27,18,22,23,21,17,34.5737364,135.4828866
3021,"Shinshiro, Japan",24,21,24,26,32,30,27,26,16,18,23,20,20,34.946784,137.533234
3022,"Tateishi, Japan",24,22,25,28,35,31,28,22,18,19,18,21,20,33.4817913,131.4781536
3023,"Toyota, Japan",24,20,24,28,34,31,29,27,17,21,23,20,14,35.0834524,137.156737
3024,"Wakabadai, Japan",24,19,24,32,34,30,25,19,14,18,24,24,25,35.6194817,139.4724374
3025,"Yonashiro Teruma, Japan",24,28,30,31,35,35,21,12,22,16,36,12,11,26.3437874,127.8838849
3026,"Yunoshima, Japan",24,22,24,30,33,33,26,24,14,17,22,22,22,37.0783134,138.5605536
3027,"Aqtobe, Kazakhstan",24,40,32,20,28,31,23,25,26,32,23,6,6,50.2836268,57.2298651
3028,"Fort De France, Martinique",24,18,19,20,23,22,31,38,32,25,21,24,16,14.6027962,-61.0676724
3029,"The Hague, Netherlands",24,23,28,24,29,29,34,22,22,28,19,16,19,52.0799838,4.3113461
3030,"Utrecht, Netherlands",24,21,27,25,28,29,35,25,23,27,17,14,18,52.080985600000005,5.12768396945229
3031,"Kano, Nigeria",24,19,8,23,8,13,-,-,-,-,-,130,88,11.9918671,8.5303654
3032,"Bilgoraj, Poland",24,24,34,30,19,14,15,15,22,25,20,27,37,50.5424846,22.7209326
3033,"Brzozow, Poland",24,26,41,30,22,19,18,16,23,22,19,22,32,49.6950395,22.0196537
3034,"Malbork, Poland",24,21,22,17,18,27,31,26,26,26,22,24,22,54.0287383,19.039396385383558
3035,"Chaves, Portugal",24,21,27,27,28,27,26,18,25,25,26,23,18,41.7399003,-7.4715213
3036,"Botosani, Romania",24,17,22,25,26,29,27,27,27,22,23,25,16,47.852826300000004,26.759333980148376
3037,"Sibiu, Romania",24,35,59,26,19,13,11,13,13,16,19,21,37,45.7973912,24.1519202
3038,"Targu Jiu, Romania",24,36,3,16,27,14,10,12,12,11,23,41,85,45.0422947,23.2728118
3039,"Voluntari, Romania",24,38,44,33,23,13,10,14,13,10,16,24,46,44.4902779,26.1772794
3040,"Ishimbay, Russia",24,10,15,51,29,31,16,25,21,28,-,26,37,53.4546454,56.0439119
3041,"Ad Dammam, Saudi Arabia",24,-,-,-,-,-,-,-,-,-,-,156,128,26.4367824,50.1039991
3042,"Dhahran, Saudi Arabia",24,-,-,-,-,-,-,-,-,-,-,158,128,26.2966528,50.1202146
3043,"Kovacica, Serbia",24,46,45,21,29,13,10,11,12,10,23,39,34,45.111874,20.6201585
3044,"Senec, Slovakia",24,25,29,24,20,20,24,28,29,25,19,14,25,48.2199473,17.3969901
3045,"Trebisov, Slovakia",24,28,42,28,20,17,17,22,25,21,20,20,31,48.6286222,21.7201711
3046,"Kostel, Slovenia",24,17,26,25,26,24,28,29,28,26,24,17,16,45.5081362,14.9104871
3047,"Maribor, Slovenia",24,26,35,28,20,21,25,20,21,21,18,23,26,46.5576439,15.6455854
3048,"Ptuj, Slovenia",24,28,51,27,16,20,22,14,16,18,18,23,40,46.4198096,15.8717378
3049,"Trbovlje, Slovenia",24,33,60,27,14,14,15,12,14,14,17,27,46,46.1558964,15.0540204
3050,"Alicante, Spain",24,24,30,23,23,24,26,26,24,23,23,20,27,38.3436365,-0.4881708
3051,"Azpeitia, Spain",24,20,28,27,24,27,27,20,21,27,24,19,20,43.1838618,-2.2657422
3052,"Barcelona, Spain",24,20,26,25,26,25,29,25,24,23,22,23,23,41.3828939,2.1774322
3053,"Rubi, Spain",24,19,21,25,28,26,30,30,27,25,21,19,16,41.4936194,2.0319476
3054,"Santiago De Compostela, Spain",24,19,28,23,23,30,26,20,22,23,26,25,24,42.8804219,-8.5458608
3055,"Tafalla, Spain",24,17,29,25,23,28,25,26,27,25,26,18,16,42.5278279,-1.6744823
3056,"Bern, Switzerland",24,21,29,26,24,25,36,25,26,23,23,16,15,46.9484742,7.4521749
3057,"Davos, Switzerland",24,22,22,25,27,25,33,24,24,22,23,21,18,46.796198,9.8236892
3058,"Frauenfeld, Switzerland",24,18,20,27,26,26,37,28,27,24,20,19,17,47.5561915,8.8963347
3059,"Lausanne, Switzerland",24,16,26,24,24,26,37,26,27,24,21,17,16,46.5218269,6.6327025
3060,"Sankt Gallen, Switzerland",24,17,19,23,24,26,37,29,27,25,20,20,19,47.425618,9.3762397
3061,"Taitung, Taiwan",24,26,26,31,31,28,19,15,17,17,28,31,24,22.7553667,121.1506
3062,"Maha Sarakham, Thailand",24,30,46,54,40,21,10,6,10,-,21,24,25,16.1880948,103.2987346
3063,"Sawankhalok, Thailand",24,-,-,-,107,51,16,13,19,-,-,39,46,17.3146749,99.8323192
3064,"Wichian Buri, Thailand",24,41,53,45,36,17,9,7,11,-,10,29,30,15.6646505,101.1114493
3065,"Afyonkarahisar, Turkey",24,40,23,18,18,16,12,19,25,18,26,28,43,38.6852729,30.6427411
3066,"Bandirma, Turkey",24,26,24,18,17,18,21,23,25,25,30,28,27,40.3554705,27.9697603
3067,"Elazig, Turkey",24,29,24,27,14,21,19,14,23,21,30,31,32,38.5824771,39.396179
3068,"Erfelek, Turkey",24,9,24,23,21,18,20,33,24,22,30,28,30,41.8793624,34.9080508
3069,"Tunceli, Turkey",24,32,7,7,19,30,20,50,17,15,30,37,29,39.2197553,39.4139674
3070,"Hirnyk, Ukraine",24,45,32,33,20,14,14,12,17,22,24,29,28,48.0567943,37.3723976
3071,"Andover, United Kingdom",24,24,25,24,27,26,33,23,20,25,18,19,20,51.2078275,-1.479355
3072,"Blackpool, United Kingdom",24,25,26,25,28,26,31,21,20,25,19,22,22,53.8179442,-3.0509812
3073,"Caerphilly, United Kingdom",24,24,37,22,28,29,29,19,15,26,26,16,19,51.6723809,-3.178393772876317
3074,"East Grinstead, United Kingdom",24,23,29,22,27,25,26,23,24,26,23,21,20,51.1322179,-0.0117661
3075,"Eccles, United Kingdom",24,22,26,22,30,26,30,19,20,24,18,24,21,53.4840887,-2.3375175
3076,"Halewood, United Kingdom",24,25,24,24,28,26,32,21,22,27,19,21,23,53.3602342,-2.8302659
3077,"Kingston Upon Hull, United Kingdom",24,23,30,25,32,25,28,21,21,25,19,22,21,53.76238625,-0.3301213755327681
3078,"Leigh On Sea, United Kingdom",24,22,28,23,30,26,31,21,22,30,19,19,19,51.5416283,0.6455103782035938
3079,"Rock Ferry, United Kingdom",24,25,25,25,28,27,31,19,19,25,17,21,22,53.3728002,-3.0108212
3080,"Aiken, United States",24,21,25,30,28,27,29,21,22,22,21,24,17,33.5723191,-81.6182086
3081,"Altoona, United States",24,11,23,27,30,28,55,27,22,16,16,19,18,40.518681,-78.394736
3082,"Appleton, United States",24,13,11,17,32,32,64,31,26,24,16,8,12,44.2613967,-88.4069744
3083,"Augusta, United States",24,16,19,31,28,28,32,26,25,24,23,17,18,33.4709714,-81.9748429
3084,"Beaumont, United States",24,22,22,25,27,29,18,22,23,26,25,22,24,30.0860459,-94.1018461
3085,"Bennington, United States",24,19,26,28,31,24,34,30,20,18,16,20,20,42.8788667,-73.1968205
3086,"Boston, United States",24,20,26,28,32,29,27,30,23,21,18,18,17,42.3554334,-71.060511
3087,"Carteret, United States",24,12,14,24,29,26,49,33,27,20,18,17,17,34.8496625,-76.5931208
3088,"Chelsea, United States",24,20,27,27,30,29,27,30,23,21,18,18,17,40.7464906,-74.0015283
3089,"Dearborn, United States",24,19,16,15,17,15,56,31,23,21,20,25,25,42.3222599,-83.1763145
3090,"Des Moines, United States",24,10,10,27,31,35,45,35,27,28,20,9,10,41.5868654,-93.6249494
3091,"Elizabethtown, United States",24,10,24,30,30,31,41,31,29,25,20,10,8,37.693952,-85.8591285
3092,"Estherville, United States",24,15,11,29,30,36,40,34,27,30,19,10,11,43.4026638,-94.8363599
3093,"Evergreen Park, United States",24,11,12,25,27,31,45,35,29,25,20,11,12,41.720136,-87.7013258
3094,"Fairfield, United States",24,11,9,27,32,34,46,31,27,27,22,10,10,39.7886111,-82.6418883
3095,"Flint, United States",24,17,11,28,30,32,54,30,23,20,19,10,11,43.0161693,-83.6900211
3096,"Galena Park, United States",24,20,24,27,16,24,22,28,27,28,26,22,21,29.7335616,-95.2302123
3097,"Galloway, United States",24,16,20,23,27,22,48,28,25,23,18,20,17,43.331694,-84.3694346
3098,"Gresham Park, United States",24,11,14,30,28,29,34,32,27,26,28,14,9,33.7034405,-84.3143682
